fixed_acidity;volatile_acidity;citric_acid;residual_sugar;chlorides;free_sulfur_dioxide;total_sulfur_dioxide;density;pH;sulphates;alcohol;quality;color
63;39;35;59;4;825;2600;9941;312;66;101;5;1
67;21;32;54;47;290;1400;995;339;46;97;6;1
70;3;38;149;32;600;1810;9983;318;61;93;7;1
70;3;38;149;32;600;1810;9983;318;61;93;7;1
65;36;32;11;31;130;660;9916;31;46;106;5;1
61;55;15;98;31;190;1250;9957;336;47;102;6;1
73;24;43;20;21;200;690;99;308;56;122;6;1
68;37;51;118;4,4E+16;620;1630;9976;319;44;88;5;1
68;27;12;13;4;870;1680;992;318;41;100;5;1
82;28;42;18;31;300;930;9917;309;39;114;5;1
63;2;4;15;3,7E+16;350;1070;9917;346;5;114;6;1
59;26;27;182;48;520;1680;9993;335;44;94;5;1
64;19;42;29;32;320;830;9908;33;41;117;6;1
63;2;4;15;3,7E+16;350;1070;9917;346;5;114;6;1
68;37;51;118;4,4E+16;620;1630;9976;319;44;88;5;1
61;35;7;14;69;220;1080;9934;323;52;92;5;1
71;27;31;182;46;550;2520;10;307;56;87;5;1
68;22;31;63;35;330;1700;9918;324;66;126;6;1
68;27;12;13;4;870;1680;992;318;41;100;5;1
58;28;34;40;31;400;990;9896;339;39;128;7;1
69;49;24;12;49;130;1250;9932;317;51;94;5;1
63;14;39;12;4,4E+16;260;1160;992;326;53;103;6;1
82;28;42;18;31;300;930;9917;309;39;114;5;1
72;25;39;1895;38;420;1550;9999;297;47;90;6;1
73;28;36;127;4;380;1400;998;33;79;96;6;1
72;19;39;12;3,6E+16;320;850;9918;316;5;105;5;1
72;19;39;12;3,6E+16;320;850;9918;316;5;105;5;1
72;25;39;1895;38;420;1550;9999;297;47;90;6;1
73;28;36;127;4;380;1400;998;33;79;96;6;1
74;21;27;12;4,1E+16;270;990;9927;319;33;98;6;1
68;26;22;77;47;570;2100;9959;31;47;90;5;1
74;21;27;12;4,1E+16;270;990;9927;319;33;98;6;1
74;31;28;16;5;330;1370;9929;331;56;105;6;1
70;22;31;27;3;410;1360;9898;316;37;127;7;1
70;21;28;87;45;370;2220;9954;325;54;104;6;1
70;21;28;86;45;370;2210;9954;325;54;104;6;1
70;21;28;86;45;370;2210;9954;325;54;104;6;1
69;23;38;83;47;470;1620;9954;334;52;105;7;1
70;21;28;87;45;370;2220;9954;325;54;104;6;1
70;21;28;86;45;370;2210;9954;325;54;104;6;1
68;29;5;133;53;480;1940;9974;309;45;94;5;1
78;21;27;12;51;200;890;9936;306;46;91;5;1
71;31;47;136;5,6E+16;540;1970;9978;31;49;93;5;1
68;29;5;133;53;480;1940;9974;309;45;94;5;1
64;34;1;11;48;190;840;9927;321;38;98;5;1
74;155;34;23;45;735;2140;9934;318;61;99;7;1
72;55;9;15;1,08E+16;160;1510;9938;307;57;92;4;1
70;23;36;71;2,8E+16;310;1040;9922;335;47;121;8;1
69;2;37;62;2,7E+16;240;970;992;338;49;122;7;1
61;28;32;25;42;230;2185;9935;327;6;98;5;1
66;16;32;14;35;490;1860;9906;335;64;124;8;1
74;155;34;23;45;735;2140;9934;318;61;99;7;1
62;35;4;12;6;230;1080;9934;326;54;92;5;1
67;22;37;16;2,8E+16;240;1020;9913;329;59;116;7;1
61;38;2;66;33;250;1370;9938;33;69;104;6;1
60;25;28;22;2,6E+16;540;1260;9898;343;65;129;8;1
66;52;44;122;48;540;2450;9975;326;54;93;6;1
69;24;36;208;31;400;1390;9975;32;33;110;6;1
71;32;32;110;38;160;660;9937;324;4;115;3;1
58;28;27;26;5,4E+16;300;1560;9914;353;42;124;5;1
65;41;24;140;48;240;1130;9982;344;53;98;6;1
65;41;24;140;48;240;1130;9982;344;53;98;6;1
64;28;29;16;5,2E+16;340;1270;9929;348;56;105;7;1
72;6;2;99;7;210;1740;9971;303;54;91;5;1
61;2;25;12;38;340;1280;9921;324;44;101;5;1
59;46;14;27;42;270;1600;9931;346;51;106;7;1
60;27;27;16;46;320;1130;9924;341;51;105;7;1
64;28;29;16;5,2E+16;340;1270;9929;348;56;105;7;1
64;41;24;140;48;240;1130;9982;344;53;98;6;1
63;23;31;15;2,2E+16;110;820;9892;33;4;129;7;1
71;21;27;86;5,6E+16;260;1110;9956;295;52;95;5;1
60;37;32;10;53;310;2185;9924;329;72;98;6;1
61;43;35;91;5,9E+16;830;2490;9971;337;5;85;5;1
71;21;27;86;5,6E+16;260;1110;9956;295;52;95;5;1
70;25;29;152;47;400;1710;9982;322;45;93;5;1
59;25;19;124;47;500;1620;9973;335;38;95;5;1
68;32;21;22;4,4E+16;150;680;9932;317;39;94;6;1
72;39;62;110;47;660;1780;9976;316;5;87;5;1
63;21;58;100;81;340;1260;9962;295;46;89;5;1
70;14;32;90;39;540;1410;9956;322;43;94;6;1
68;32;21;22;4,4E+16;150;680;9932;317;39;94;6;1
72;39;62;110;47;660;1780;9976;316;5;87;5;1
72;29;53;1815;47;590;1820;9992;309;52;96;5;1
86;37;7;1215;39;210;1580;9983;30;73;93;6;1
65;38;34;34;3,6E+16;340;2000;9937;314;76;100;5;1
66;24;29;20;23;190;860;99;325;45;125;6;1
70;17;31;48;34;340;1320;9944;336;48;96;7;1
55;16;22;45;3;300;1020;9938;324;36;94;6;1
70;24;51;110;2,9E+16;550;2270;9965;303;61;95;5;1
74;28;36;11;2,8E+16;420;1050;9893;299;39;124;7;1
70;22;28;15;3,7E+16;290;1150;9927;311;55;105;6;1
71;55;13;17;73;210;1650;9,94E+15;297;58;92;6;1
63;22;33;17;4,1E+16;670;1640;9928;332;56;104;6;1
67;47;34;89;43;310;1720;9964;322;6;92;5;1
59;36;41;13;47;450;1040;9917;333;51;106;6;1
58;25;24;133;4,4E+16;410;1370;9972;334;42;95;5;1
67;47;34;89;43;310;1720;9964;322;6;92;5;1
62;37;3;66;3,46E+16;790;2000;9954;329;58;96;5;1
62;18;38;15;2,8E+16;360;1170;993;347;54;97;6;1
60;16;37;15;25;430;1170;9928;346;51;97;6;1
66;34;28;13;35;320;900;9916;31;42;107;6;1
74;29;29;16;45;530;1800;9936;334;68;105;6;1
74;26;31;76;47;520;1770;9962;313;45;89;6;1
70;28;36;10;35;80;700;9899;309;46;121;6;1
71;23;39;16;32;120;650;9898;325;4;127;7;1
78;19;26;89;39;420;1820;996;318;46;99;6;1
63;19;28;18;2,2E+16;280;1580;9907;32;64;114;6;1
68;2;38;47;4;270;1030;9,94E+15;337;58;107;6;1
57;44;13;70;25;280;1730;9913;333;48;125;6;1
72;4;62;108;4,1E+16;700;1890;9976;308;49;86;4;1
68;23;32;16;2,6E+16;430;1470;9904;329;54;125;6;1
57;335;34;10;4;130;1740;992;327;66;100;5;1
72;4;62;108;4,1E+16;700;1890;9976;308;49;86;4;1
72;28;54;167;45;540;2000;9,99E+15;308;49;95;6;1
68;19;58;142;38;510;1640;9975;312;48;96;6;1
64;3;3;225;38;80;2100;9937;32;62;99;6;1
65;3;29;225;3,7E+16;80;2100;9937;319;62;99;5;1
78;18;31;122;53;460;1400;998;306;53;89;6;1
78;18;31;122;53;460;1400;998;306;53;89;6;1
73;51;26;33;9;70;1350;9944;301;52;88;5;1
60;24;27;19;48;400;1700;9938;364;54;100;7;1
59;62;28;35;39;550;1520;9907;344;44;120;6;1
60;24;27;19;48;400;1700;9938;364;54;100;7;1
67;27;12;13;4,1E+16;620;1380;9921;321;42;100;6;1
78;34;35;18;42;80;1670;9908;311;41;121;6;1
73;26;36;52;4;310;1410;9931;316;59;110;6;1
74;36;33;14;25;270;550;9915;321;33;112;6;1
78;28;32;90;3,6E+16;340;1150;9952;317;39;103;7;1
61;31;26;22;51;280;1670;9926;337;47;104;6;1
68;18;37;16;55;470;1540;9934;308;45;91;5;1
74;15;42;17;45;490;1540;992;30;6;104;6;1
59;13;28;19;5;200;780;9918;343;64;108;6;1
72;34;34;126;48;70;410;9942;319;4;117;5;1
79;19;26;21;39;80;1430;9942;305;74;98;5;1
79;19;26;21;39;80;1430;9942;305;74;98;5;1
69;25;4;13;38;220;1010;9901;303;39;114;6;1
58;36;32;17;33;220;960;9898;303;38;112;6;1
56;35;37;10;38;60;720;9902;337;34;114;5;1
59;32;39;33;114;240;1400;9934;309;45;92;6;1
72;31;46;50;4;30;290;9906;304;53;125;4;1
61;28;22;18;34;320;1160;9898;336;44;126;6;1
52;36;2;16;31;240;1040;9896;344;35;122;6;1
56;19;47;45;3;190;1120;9922;356;45;112;6;1
64;1;35;49;48;310;1030;9947;343;79;97;6;1
64;18;48;40;1,86E+16;640;1500;9945;306;4;93;5;1
74;25;36;132;67;530;1780;9976;301;48;90;6;1
74;25;36;132;67;530;1780;9976;301;48;90;6;1
74;25;36;132;67;530;1780;9976;301;48;90;6;1
79;345;51;153;47;540;1710;9987;309;51;91;5;1
79;345;51;153;47;540;1710;9987;309;51;91;5;1
74;25;36;132;67;530;1780;9976;301;48;90;6;1
61;24;3;15;45;220;610;992;331;54;104;5;1
68;25;24;455;53;410;2110;9955;337;67;95;6;1
67;31;31;99;4;100;1750;9953;346;55;114;4;1
72;46;65;104;5;760;1920;9976;316;42;87;5;1
55;35;35;11;45;140;1670;992;334;68;99;6;1
67;24;41;87;3,6E+16;290;1480;9952;322;62;99;6;1
68;28;17;139;47;490;1620;9983;321;51;90;6;1
64;16;22;14;4;410;1490;9933;349;58;100;6;1
63;26;24;72;39;380;1720;9958;349;64;97;6;1
77;22;42;19;5,2E+16;100;870;9922;33;49;118;6;1
65;18;31;17;4,4E+16;300;1270;9928;349;5;102;7;1
72;46;65;104;5;760;1920;9976;316;42;87;5;1
70;3;51;136;5;400;1680;9976;307;52;96;7;1
92;25;34;12;2,6E+16;310;930;9916;293;37;113;7;1
78;28;34;16;2,8E+16;320;1180;9901;30;38;121;7;1
70;3;51;136;5;400;1680;9976;307;52;96;7;1
78;28;34;16;2,8E+16;320;1180;9901;30;38;121;7;1
92;25;34;12;2,6E+16;310;930;9916;293;37;113;7;1
84;35;71;122;46;220;1600;9982;298;65;94;5;1
61;41;24;16;49;160;1370;993;332;5;104;6;1
59;21;24;121;4,4E+16;530;1650;9969;325;39;95;5;1
72;34;44;42;47;510;1440;991;301;76;123;6;1
67;21;42;91;49;310;1500;9953;312;74;99;7;1
59;37;1;16;57;390;1280;9924;324;48;101;5;1
77;34;27;88;63;390;1840;9969;309;63;92;6;1
74;3;22;14;46;160;1350;9928;308;77;104;7;1
68;51;3;42;66;380;1650;9945;32;42;91;5;1
78;22;38;103;5,9E+16;280;990;9967;312;47;100;6;1
72;35;34;124;51;60;370;9944;313;39;115;6;1
60;26;5;22;48;590;1530;9928;308;61;98;5;1
61;26;51;22;5;610;1540;9929;308;6;98;6;1
65;28;27;52;4;440;1790;9948;319;69;94;6;1
74;41;66;108;51;770;1940;9976;305;46;87;5;1
65;28;29;27;38;260;1070;9912;332;41;116;7;1
67;34;54;163;47;440;1810;9987;304;56;88;5;1
72;2;34;27;32;490;1510;99;316;39;127;7;1
74;2;33;19;35;390;1380;991;317;44;117;7;1
82;22;3;18;47;470;1850;9933;313;5;102;6;1
82;23;29;18;47;470;1870;9933;313;5;102;6;1
71;22;33;28;33;480;1530;9899;315;38;127;7;1
65;28;29;27;38;260;1070;9912;332;41;116;7;1
60;38;26;60;34;420;1340;9912;338;38;123;7;1
74;41;66;108;51;770;1940;9976;305;46;87;5;1
57;18;22;42;42;250;1110;9,94E+15;335;39;94;5;1
73;3;22;64;5,6E+16;440;1680;9947;313;35;101;6;1
74;24;22;107;42;260;810;9954;286;36;97;6;1
66;25;3;16;46;320;1340;993;342;51;101;7;1
74;24;22;107;42;260;810;9954;286;36;97;6;1
74;26;3;79;49;380;1570;9963;313;48;89;6;1
61;32;25;17;34;370;1360;992;347;5;108;7;1
69;28;27;21;3,6E+16;420;1210;9926;342;49;108;7;1
70;23;33;58;4;250;1360;995;319;58;95;6;1
71;31;5;145;5,9E+16;60;1480;9983;294;44;91;5;1
73;2;37;12;3,7E+16;480;1190;992;332;49;109;6;1
69;41;33;101;43;280;1520;9968;32;52;94;5;1
64;45;7;11;3;100;1310;9905;297;28;108;5;1
64;475;6;10;3;90;1310;9904;297;29;108;5;1
63;27;38;9;51;70;1400;9926;345;5;105;7;1
69;41;33;101;43;280;1520;9968;32;52;94;5;1
70;29;37;49;34;260;1270;9928;317;44;108;6;1
59;27;29;114;3,6E+16;310;1150;9949;335;48;105;8;1
69;19;4;14;3,6E+16;140;550;9909;308;68;115;7;1
67;3;35;14;18;360;1600;9937;311;54;94;6;1
72;24;4;14;45;310;1060;9914;288;38;108;6;1
64;45;7;11;3;100;1310;9905;297;28;108;5;1
64;475;6;10;3;90;1310;9904;297;29;108;5;1
63;26;49;15;5,2E+16;340;1340;9924;299;61;98;6;1
63;26;49;15;5,2E+16;340;1340;9924;299;61;98;6;1
73;25;29;75;49;380;1580;9965;343;38;96;5;1
73;25;29;75;49;380;1580;9965;343;38;96;5;1
61;28;25;1775;4,4E+16;480;1610;9993;334;48;95;5;1
74;37;35;57;61;120;940;9965;348;69;107;6;1
65;36;28;32;3,7E+16;290;1190;9908;325;65;124;8;1
74;24;4;43;32;90;950;992;309;39;111;6;1
75;23;68;110;47;370;1330;9978;299;38;88;5;1
75;21;68;109;45;380;1330;9978;30;36;87;5;1
75;21;68;109;45;380;1330;9978;30;36;87;5;1
75;23;68;110;47;370;1330;9978;299;38;88;5;1
78;32;33;24;3,7E+16;180;1010;9912;321;65;117;7;1
78;26;27;19;51;520;1950;9928;323;5;109;6;1
77;24;27;18;51;520;1900;9928;323;5;108;6;1
74;19;3;14;57;330;1350;993;312;5;96;6;1
65;46;41;168;84;590;2220;9993;318;58;90;5;1
65;26;43;89;83;500;1710;9965;285;5;90;5;1
53;32;12;66;43;220;1410;9937;336;6;104;6;1
72;24;34;11;45;30;640;9913;323;51;114;5;1
60;36;6;14;66;270;1280;9934;326;55;93;5;1
62;24;29;133;39;490;1300;9952;333;46;110;8;1
76;56;12;104;96;220;1770;9983;332;45;91;4;1
70;32;24;62;48;310;2280;9957;323;62;94;6;1
70;32;24;62;48;310;2280;9957;323;62;94;6;1
58;31;33;12;3,6E+16;230;990;9916;318;6;105;6;1
70;23;42;1805;5;350;1440;9999;322;42;88;5;1
70;23;42;1805;5;350;1440;9999;322;42;88;5;1
69;24;33;48;4;160;1310;9936;326;64;107;6;1
60;29;2;126;45;450;1870;9972;333;42;95;5;1
61;17;28;45;33;460;1500;9933;343;49;109;6;1
59;14;25;45;2,7E+16;340;1400;9934;349;51;108;6;1
62;17;28;47;3,7E+16;390;1330;9931;341;46;108;7;1
74;28;25;119;53;250;1480;9976;31;62;92;5;1
56;35;14;50;46;480;1980;9937;33;71;103;5;1
58;335;14;58;46;490;1970;9937;33;71;103;5;1
56;235;29;12;47;330;1270;991;334;5;110;7;1
61;28;25;129;5,4E+16;340;1890;9979;325;43;90;4;1
63;21;33;139;46;680;1790;9971;336;5;104;6;1
64;24;28;115;5;340;1630;9969;331;45;95;5;1
64;24;29;114;51;320;1660;9968;331;45;95;5;1
63;26;25;78;5,8E+16;440;1660;9961;324;41;90;5;1
65;33;72;11;61;70;1510;993;309;57;95;4;1
74;105;34;122;5;570;1460;9973;316;37;90;6;1
60;32;12;59;4,1E+16;340;1900;9944;316;72;100;5;1
71;26;34;144;67;350;1890;9986;307;53;91;7;1
71;26;34;144;67;350;1890;9986;307;53;91;7;1
71;26;34;144;67;350;1890;9986;307;53;91;7;1
71;26;34;144;67;350;1890;9986;307;53;91;7;1
59;24;26;123;53;340;1340;9972;334;45;95;6;1
65;21;37;25;48;700;1380;9917;333;75;114;7;1
77;27;35;53;3;300;1170;992;311;42;122;6;1
90;27;35;49;2,8E+16;270;950;9932;304;4;113;6;1
73;34;21;32;5;140;1360;9936;325;44;102;5;1
66;27;25;31;5,2E+16;410;1880;9915;324;4;113;5;1
68;29;16;14;38;1225;2345;9922;315;47;100;4;1
71;28;26;19;49;120;860;9934;315;38;94;5;1
68;25;34;140;32;470;1330;9952;337;5;122;7;1
70;57;1;83;94;230;1880;9972;34;47;92;4;1
71;28;26;19;49;120;860;9934;315;38;94;5;1
71;17;38;74;5,2E+16;490;1820;9958;335;52;96;6;1
78;28;22;14;5,6E+16;240;1300;9944;328;48;95;5;1
68;22;37;17;3,6E+16;380;1950;9908;335;72;125;6;1
71;17;38;74;5,2E+16;490;1820;9958;335;52;96;6;1
61;14;25;13;47;370;1730;9925;335;46;100;6;1
64;24;5;116;47;600;2110;9966;318;57;93;5;1
78;42;26;92;5,8E+16;340;1990;9972;314;55;93;6;1
66;28;36;17;38;220;1010;9912;329;57;116;6;1
71;32;34;145;39;460;1500;995;338;5;125;8;1
67;31;3;21;38;180;1300;9928;336;63;106;6;1
64;32;5;107;47;570;2060;9968;308;6;94;5;1
61;28;25;69;5,6E+16;440;2010;9955;319;4;91;6;1
59;29;25;120;57;480;2240;9981;323;41;90;6;1
58;32;38;475;33;230;940;991;342;42;118;7;1
58;32;38;475;33;230;940;991;342;42;118;7;1
57;32;38;475;33;230;940;991;342;42;118;7;1
67;28;14;14;43;640;1590;992;317;39;100;5;1
68;34;69;13;5,8E+16;120;1710;9931;306;47;97;5;1
59;25;25;113;5,2E+16;300;1650;997;324;44;95;6;1
64;27;32;45;24;610;1740;9948;312;48;94;5;1
81;46;31;17;5,2E+16;500;1830;9923;303;42;112;5;1
62;36;26;132;51;540;2010;9976;325;46;90;5;1
68;22;35;55;43;210;1140;9938;33;53;107;7;1
68;67;3;130;29;220;1930;9984;308;67;90;4;1
72;28;3;107;4,4E+16;610;2220;9972;314;5;91;6;1
67;17;37;20;39;340;1250;9922;326;6;108;7;1
69;2;34;19;43;250;1360;9935;331;6;101;4;1
61;36;16;64;3,7E+16;360;1980;9944;317;62;99;6;1
60;36;16;63;3,6E+16;360;1910;9942;317;62;98;5;1
59;37;14;63;3,6E+16;340;1850;9944;317;63;98;5;1
76;29;58;175;4,1E+16;510;2250;9997;316;66;95;6;1
63;34;28;147;47;490;1980;9977;323;46;95;5;1
67;19;34;10;2,2E+16;220;940;9912;323;57;111;6;1
75;31;51;148;39;620;2040;9982;306;6;95;5;1
75;31;51;148;39;620;2040;9982;306;6;95;5;1
74;31;48;142;42;620;2040;9983;306;59;94;5;1
84;4;7;131;42;290;1970;998;306;64;97;5;1
59;34;22;24;3;190;1350;9894;341;78;139;7;1
66;38;18;12;42;200;840;9927;322;45;101;4;1
64;33;28;11;38;300;1100;9917;312;42;105;6;1
56;25;26;36;3,7E+16;180;1150;9904;342;5;126;6;1
86;27;46;61;32;130;410;993;289;34;109;5;1
62;31;21;63;4,1E+16;500;2180;9941;315;6;100;5;1
72;18;45;44;46;570;1660;9943;313;62;112;6;1
77;2;44;139;5;440;1300;99855;311;48;100;6;1
62;47;21;10;4,4E+16;130;980;99345;314;46;92;5;1
61;25;24;121;46;510;1720;998;335;45;95;5;1
82;27;43;16;35;310;1280;9916;31;5;123;6;1
82;27;43;16;35;310;1280;9916;31;5;123;6;1
64;31;39;75;4;570;2130;99475;332;43;100;5;1
60;39;26;27;38;390;1870;99325;341;5;108;6;1
62;21;27;17;38;410;1500;9933;349;71;105;7;1
77;42;31;92;48;220;2210;9969;306;61;92;6;1
70;27;41;1875;42;340;1570;10002;296;5;91;5;1
62;21;27;17;38;410;1500;9933;349;71;105;7;1
74;29;5;18;42;350;1270;9937;345;5;102;7;1
66;29;44;90;53;620;1780;99685;302;45;89;5;1
60;3;44;15;46;150;1820;99455;35;52;104;5;1
69;31;34;16;32;230;1280;9917;337;47;117;6;1
66;33;31;13;2;290;890;99035;326;44;124;8;1
78;3;4;18;2,8E+16;230;1220;9914;314;39;109;7;1
64;39;21;12;4,1E+16;350;1360;99225;315;46;102;5;1
64;24;31;28;38;410;1140;99155;337;66;117;7;1
70;21;34;80;57;190;1010;9954;299;59;94;5;1
64;16;31;53;43;420;1570;99455;335;47;105;5;1
60;33;27;8;185;120;1880;9924;312;62;94;5;1
65;23;33;138;42;250;1390;99695;335;56;104;6;1
62;25;48;100;4,4E+16;780;2400;99655;325;47;95;6;1
88;28;45;60;2,2E+16;140;490;9934;301;33;111;7;1
66;25;3;144;5,2E+16;400;1830;998;302;5;91;6;1
69;38;25;98;4;280;1910;9971;328;61;92;5;1
64;25;3;55;38;150;1290;9948;314;49;96;6;1
66;25;3;144;5,2E+16;400;1830;998;302;5;91;6;1
69;38;25;98;4;280;1910;9971;328;61;92;5;1
71;21;31;38;21;400;1420;99215;317;39;108;7;1
64;25;3;55;38;150;1290;9948;314;49;96;6;1
69;39;4;46;2,2E+16;50;190;9915;331;37;126;3;1
58;2;3;15;31;210;570;99115;344;55;110;6;1
70;2;37;20;3;260;1360;9932;328;61;102;6;1
59;26;25;125;34;380;1520;9977;333;43;94;5;1
74;38;27;75;4,1E+16;240;1600;99535;317;43;100;5;1
74;2;166;21;2,2E+16;340;1130;99165;326;55;122;6;1
70;21;34;85;33;310;2530;9953;322;56;105;6;1
72;29;4;76;24;560;1770;9928;304;32;115;6;1
69;18;38;81;49;440;1760;9958;33;54;98;6;1
73;3;42;735;25;510;1750;9928;304;32;114;6;1
72;29;4;76;24;560;1770;9928;304;32;115;6;1
69;2;5;100;3,6E+16;780;1670;9964;315;55;102;6;1
67;2;42;140;38;830;1600;9987;316;5;94;6;1
70;21;34;85;33;310;2530;9953;322;56;105;6;1
59;35;47;22;11;140;1380;9932;309;5;91;5;1
71;28;44;18;32;320;1070;9907;325;48;122;7;1
58;25;28;111;5,6E+16;450;1750;99755;342;43;95;5;1
68;22;37;152;51;680;1780;99935;34;85;93;6;1
71;14;4;12;51;550;1360;9932;33;96;98;7;1
71;13;4;12;47;540;1340;9932;33;97;98;7;1
69;18;38;81;49;440;1760;9958;33;54;98;6;1
70;2;38;81;5;420;1730;99585;33;54;98;6;1
68;24;49;193;57;550;2470;100055;30;56;87;5;1
50;44;4;186;39;380;1280;9985;337;57;102;6;1
63;3;28;50;42;360;1680;99505;322;69;95;6;1
72;27;42;16;5;350;1350;992;294;46;110;6;1
67;5;63;134;78;810;2380;9988;308;44;92;5;1
68;2;36;16;2,8E+16;70;460;99175;321;6;109;6;1
67;11;34;88;43;410;1130;9962;342;4;93;7;1
67;11;34;88;43;410;1130;9962;342;4;93;7;1
68;12;31;52;45;290;1200;9942;341;46;98;7;1
66;16;57;11;13;580;1400;9927;312;39;93;7;1
66;21;6;11;135;610;1440;9927;312;39;93;7;1
61;27;3;167;39;490;1720;99985;34;45;94;5;1
91;27;45;106;35;280;1240;997;32;46;104;9;1
64;225;48;22;115;290;1040;9918;324;58;121;6;1
83;14;45;15;39;180;980;99215;302;56;110;6;1
72;23;19;137;5,2E+16;470;1970;99865;312;53;90;5;1
69;22;37;150;53;590;1780;9992;337;82;95;7;1
81;17;44;141;53;430;1450;10006;328;75;88;8;1
60;395;0;14;42;70;550;99135;337;38;112;4;1
78;29;22;95;5,6E+16;440;2130;99715;308;61;93;6;1
69;22;37;150;53;590;1780;9992;337;82;95;7;1
81;17;44;141;53;430;1450;10006;328;75;88;8;1
72;23;19;137;5,2E+16;470;1970;99865;312;53;90;5;1
76;3;27;106;39;310;1190;99815;327;3;93;6;1
77;34;28;110;4;310;1170;99815;327;29;92;6;1
77;34;28;110;4;310;1170;99815;327;29;92;6;1
58;34;16;70;3,7E+16;260;1160;9949;346;45;100;7;1
76;3;27;106;39;310;1190;99815;327;3;93;6;1
77;34;28;110;4;310;1170;99815;327;29;92;6;1
59;24;3;20;33;280;920;99225;339;69;109;7;1
64;46;8;49;46;340;1440;99445;31;56;100;5;1
59;24;3;20;33;280;920;99225;339;69;109;7;1
74;32;27;14;49;380;1730;99335;303;52;93;5;1
72;31;26;73;5;370;1570;99625;309;43;90;5;1
78;42;23;88;5,4E+16;420;2150;9971;302;58;92;6;1
69;24;33;125;46;470;1530;9983;328;77;96;6;1
54;18;24;48;4,1E+16;300;1130;99445;342;4;94;6;1
60;18;31;14;3,6E+16;140;750;99085;334;58;111;8;1
78;27;58;112;3,6E+16;440;1610;9977;306;41;89;6;1
60;28;49;68;48;610;2220;9953;319;47;93;5;1
68;39;35;116;4,4E+16;570;2200;99775;307;53;93;5;1
66;21;31;114;39;460;1650;99795;341;44;98;7;1
73;32;34;66;32;240;1120;99505;322;46;98;6;1
78;27;58;112;3,6E+16;440;1610;9977;306;41;89;6;1
64;31;26;132;46;570;2050;9975;317;41;96;5;1
62;29;26;131;46;550;2040;99745;316;41;96;6;1
60;39;17;120;46;650;2460;9976;315;38;90;6;1
62;3;26;134;46;570;2060;99775;317;43;95;6;1
60;28;49;68;48;610;2220;9953;319;47;93;5;1
60;41;5;15;63;170;1200;9932;321;56;92;6;1
64;35;28;11;55;90;1600;99405;342;5;91;7;1
65;26;32;165;45;440;1660;10;338;46;95;6;1
79;35;24;156;7,2E+15;440;2290;99785;303;59;105;6;1
62;3;17;28;4;240;1250;9939;301;46;90;5;1
84;18;42;51;3,6E+16;70;770;9939;316;52;117;5;1
66;56;22;89;34;270;1330;99675;32;51;91;5;1
62;3;17;28;4;240;1250;9939;301;46;90;5;1
66;56;22;89;34;270;1330;99675;32;51;91;5;1
66;36;29;16;21;240;850;98965;341;61;124;9;1
73;655;2;102;71;280;2120;9971;296;58;92;6;1
68;18;21;54;53;340;1040;99445;33;43;94;5;1
67;19;23;62;47;360;1170;9945;334;43;96;6;1
84;18;42;51;3,6E+16;70;770;9939;316;52;117;5;1
70;21;37;72;42;360;1670;9958;326;56;98;6;1
68;25;38;81;46;240;1550;9956;333;59;102;6;1
74;24;36;20;31;270;1390;99055;328;48;125;9;1
71;16;36;107;4,4E+16;200;900;9959;316;44;109;7;1
71;16;36;12;43;210;900;9925;316;42;110;7;1
73;205;31;17;6;340;1100;9963;372;69;105;6;1
74;17;4;55;3,7E+16;340;1610;9935;305;62;115;4;1
73;3;34;27;4,4E+16;340;1080;99105;336;53;128;8;1
69;25;34;13;35;270;820;99045;318;44;122;6;1
73;205;31;17;6;340;1100;9963;372;69;105;6;1
75;42;34;43;4;340;1080;99155;314;45;128;8;1
73;25;36;21;34;300;1770;99085;325;4;119;8;1
73;25;36;21;34;300;1770;99085;325;4;119;8;1
73;25;36;21;34;300;1770;99085;325;4;119;8;1
75;34;35;60;34;120;1260;9924;316;39;120;7;1
76;33;35;63;3,6E+16;120;1260;9924;316;39;120;7;1
87;23;32;134;4,4E+16;350;1690;99975;312;47;88;7;1
87;23;32;134;4,4E+16;350;1690;99975;312;47;88;7;1
69;19;35;17;3,6E+16;330;1010;99315;321;54;108;7;1
73;21;29;16;34;290;1180;9917;33;5;110;8;1
73;21;29;16;34;290;1180;9917;33;5;110;8;1
66;22;37;154;35;620;1530;99845;302;4;93;5;1
92;34;27;12;2,6E+16;170;730;9921;308;39;108;5;1
87;23;32;134;4,4E+16;350;1690;99975;312;47;88;7;1
60;2;24;18;3;300;1050;9909;331;47;115;6;1
69;19;35;17;3,6E+16;330;1010;99315;321;54;108;7;1
82;38;49;136;42;580;1660;99855;31;54;94;5;1
69;18;36;13;3,6E+16;400;1170;9934;327;95;95;7;1
77;34;58;111;39;410;1510;9978;306;49;86;5;1
69;18;36;13;3,6E+16;400;1170;9934;327;95;95;7;1
74;2;35;21;38;300;1160;9949;349;77;103;7;1
82;38;49;136;42;580;1660;99855;31;54;94;5;1
82;4;48;137;42;590;1690;9986;31;52;94;5;1
67;22;39;102;38;600;1490;99725;317;54;100;7;1
66;3;3;48;17;600;1660;9946;318;47;94;5;1
81;27;35;17;3;380;1030;99255;322;63;104;8;1
73;25;42;142;4,1E+16;570;1820;9996;329;75;91;7;1
48;34;0;65;2,8E+16;330;1630;9939;336;61;99;6;1
62;28;33;17;2,9E+16;240;1110;99;324;5;121;6;1
